image_id,image_path,annotation_index,category,is_valid_bbox,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area,mask_area,is_tiny_defect,is_giant_defect,defect_size_class
37,images/38.png,0,crack,1,31.688,208.1784,71.4993,73.2023,5233.9096,391.0,0,0,normal
38,images/39.png,0,crack,1,65.4848,1.0837,6.1466,66.2769,407.3787,190.0,0,0,normal
39,images/40.png,0,crack,1,248.0,180.0,15.3625,49.0,752.7604,478.0,0,0,normal
39,images/40.png,1,crack,1,241.0059,238.07,23.2672,48.7438,1134.1324,610.0,0,0,normal
41,images/42.png,0,crack,1,225.495,241.7354,37.5769,42.3328,1590.7365,873.0,0,0,normal
42,images/43.png,0,crack,1,177.2236,4.4068,39.4591,18.0534,712.3701,193.0,0,0,normal
43,images/44.png,0,crack,1,23.3564,7.7926,30.017,21.7765,653.6664,101.0,0,0,normal
43,images/44.png,1,crack,1,104.3973,1.956,59.2735,11.4977,681.5118,482.0,0,0,normal
43,images/44.png,2,crack,1,192.0127,0.0,50.5232,13.0499,659.3224,523.0,0,0,normal
44,images/45.png,0,crack,1,34.3082,274.545,27.9842,13.455,376.5273,142.0,0,0,normal
45,images/46.png,0,crack,1,282.8503,99.7461,5.0,44.0,220.0,184.0,1,0,tiny
45,images/46.png,1,crack,1,0.35,73.0581,15.0,62.0,930.0,476.0,0,0,normal
45,images/46.png,2,crack,1,0.0,201.888,37.5626,12.828,481.8548,170.0,0,0,normal
45,images/46.png,3,crack,1,13.3475,76.5615,6.1635,45.7579,282.0284,128.0,0,0,normal
46,images/47.png,0,crack,1,249.2477,234.4938,9.0998,30.701,279.3732,202.0,0,0,normal
47,images/48.png,0,crack,1,0.0,79.67,17.4357,17.7935,310.2425,89.0,0,0,normal
47,images/48.png,1,crack,1,0.0,79.8385,50.3582,135.7025,6833.7318,1074.0,0,0,normal
47,images/48.png,2,crack,1,265.0,72.6943,22.9391,75.8478,1739.8804,1228.0,0,0,normal
48,images/49.png,0,crack,1,257.8553,245.422,4.094,23.3282,95.5063,67.0,1,0,tiny
50,images/51.png,0,crack,1,0.0,72.1287,17.0,51.0,867.0002,715.0,0,0,normal
50,images/51.png,1,crack,1,282.5726,97.6451,5.4274,34.1085,185.1191,101.0,0,0,normal
51,images/52.png,0,crack,1,57.7703,14.273,60.0,267.0,16020.0,4966.0,0,0,normal
52,images/53.png,0,crack,1,30.0622,0.7081,34.0,130.0,4420.0,1308.0,0,0,normal
53,images/54.png,0,crack,1,226.4162,2.0,35.0,145.0,5075.0,2050.0,0,0,normal
53,images/54.png,1,crack,1,245.457,2.3146,17.643,21.7546,383.8148,169.0,0,0,normal
56,images/57.jpg,0,crack,1,13.8757,176.3541,272.0,9.0,2448.0,1058.0,0,0,normal
57,images/58.jpg,0,crack,1,12.8324,171.1409,5.9283,73.4738,435.5769,284.0,0,0,normal
58,images/59.jpg,0,crack,1,250.2625,252.6101,37.7375,4.8177,181.8091,100.0,0,0,normal
59,images/60.png,0,crack,1,111.0026,91.153,5.2083,107.9348,562.1555,309.0,0,0,normal
62,images/63.png,0,crack,1,1.9522,18.1645,284.8333,249.6276,71102.2428,3866.0,0,0,normal
63,images/64.png,0,crack,1,227.7892,34.5789,54.5921,56.9374,3108.3343,327.0,0,0,normal
64,images/65.png,0,crack,1,0.2578,58.7887,186.3188,17.6954,3296.9773,798.0,0,0,normal
66,images/67.png,0,crack,1,221.0,60.0,9.0,167.9166,1511.2494,728.0,0,0,normal
67,images/68.png,0,crack,1,1.7983,167.5765,284.8927,5.4851,1562.6757,826.0,0,0,normal
68,images/69.png,0,crack,1,111.6486,61.2573,23.1443,167.3644,3873.5304,1092.0,0,0,normal
69,images/70.png,0,crack,1,0.3586,189.4757,287.3366,36.2862,10426.3564,952.0,0,0,normal
70,images/71.png,0,crack,1,0.0,63.9499,279.0536,158.2966,44173.2188,3336.0,0,0,normal
71,images/72.png,0,crack,1,2.3541,62.0622,285.5275,164.0,46826.5187,4372.0,0,0,normal
72,images/73.png,0,crack,1,89.4254,59.9161,197.4975,168.8918,33355.708,3035.0,0,0,normal
74,images/75.png,0,crack,1,97.596,59.9772,114.3954,168.9784,19330.3416,4116.0,0,0,normal
75,images/76.png,0,crack,1,243.9037,59.1875,26.9178,166.8738,4491.8717,830.0,0,0,normal
75,images/76.png,1,crack,1,156.4089,60.0899,5.3923,165.2998,891.3389,471.0,0,0,normal
76,images/77.png,0,crack,1,2.6459,96.4162,283.0,15.0,4245.0,898.0,0,0,normal
79,images/80.png,0,crack,1,0.0,60.823,288.0,169.6963,48872.5291,7748.0,0,0,normal
80,images/81.png,0,crack,1,0.0,60.1149,283.9032,169.6963,48177.3276,10842.0,0,0,normal
81,images/82.png,0,crack,1,67.3478,37.1966,8.0704,215.7509,1741.1855,834.0,0,0,normal
83,images/84.png,0,crack,1,202.0,66.0,4.0,158.0,632.0,632.0,1,0,tiny
83,images/84.png,1,crack,1,99.4405,61.4827,6.8684,166.4315,1143.1122,652.0,0,0,normal
84,images/85.png,0,crack,1,237.222,168.4108,27.7935,58.7295,1632.2974,202.0,0,0,normal
84,images/85.png,1,crack,1,238.3737,62.6768,4.3903,45.3247,198.9892,126.0,1,0,tiny
85,images/86.png,0,crack,1,42.147,147.4664,140.9563,50.9966,7188.2967,445.0,0,0,normal
86,images/87.png,0,crack,1,0.0,95.0,120.0,98.0,11760.0,1292.0,0,0,normal
86,images/87.png,1,crack,1,175.0,92.0,26.0,100.0,2600.0,849.0,0,0,normal
87,images/88.png,0,crack,1,0.2843,142.9497,201.1988,10.892,2191.4513,763.0,0,0,normal
88,images/89.png,0,crack,1,32.393,99.5047,224.5122,138.9496,31195.891,2730.0,0,0,normal
88,images/89.png,1,crack,1,33.7699,198.8495,183.132,89.1505,16326.2981,1771.0,0,0,normal
89,images/90.png,0,crack,1,111.7081,7.0622,104.0,280.0,29120.0,3727.0,0,0,normal
90,images/91.png,0,crack,1,146.0,5.0,103.0,277.0,28531.0,1767.0,0,0,normal
91,images/92.png,0,crack,1,46.9961,96.1396,3.4199,99.7317,341.0758,283.0,1,0,tiny
91,images/92.png,1,crack,1,61.5782,96.5362,7.9857,98.762,788.6838,284.0,0,0,normal
91,images/92.png,2,crack,1,84.408,93.9816,203.592,100.3201,20424.3799,2031.0,0,0,normal
92,images/93.png,0,crack,1,135.8616,149.7858,152.1384,10.6558,1621.15,447.0,0,0,normal
93,images/94.png,0,crack,1,0.0,91.0071,167.344,103.8607,17380.4625,2009.0,0,0,normal
94,images/95.png,0,crack,1,63.3541,126.2919,162.0,12.0,1944.0,1254.0,0,0,normal
96,images/97.png,0,crack,1,68.0,155.0,152.0,15.0,2280.0,1333.0,0,0,normal
97,images/98.png,0,crack,1,159.6542,90.2022,6.2174,104.4894,649.6561,302.0,0,0,normal
99,images/100.png,0,crack,1,129.6693,91.3007,6.6641,106.2455,708.0345,304.0,0,0,normal
101,images/102.png,0,crack,1,207.0,94.0,8.0,101.0,808.0,406.0,0,0,normal
102,images/103.png,0,crack,1,209.989,90.3727,14.3951,103.1806,1485.2941,295.0,0,0,normal
103,images/104.png,0,crack,1,162.2065,91.2433,8.7078,106.4365,926.8322,311.0,0,0,normal
104,images/105.png,0,crack,1,189.1267,90.7191,3.0,105.5275,316.5826,314.0,1,0,tiny
105,images/106.png,0,crack,1,205.328,90.8897,9.8775,104.5372,1032.5633,304.0,0,0,normal
106,images/107.png,0,crack,1,190.8281,91.0634,3.354,106.3831,356.8127,316.0,1,0,tiny
107,images/108.png,0,crack,1,187.7278,89.1497,4.1951,106.2991,445.937,305.0,1,0,tiny
108,images/109.png,0,crack,1,177.0478,91.2549,12.4118,105.9458,1314.9764,310.0,0,0,normal
109,images/110.png,0,crack,1,105.7274,110.77,9.2051,87.0263,801.0842,257.0,0,0,normal
110,images/111.png,0,crack,1,134.5587,91.0016,17.7317,105.7708,1875.4941,322.0,0,0,normal
111,images/112.png,0,crack,1,182.9657,90.2794,6.9108,108.8228,752.0524,314.0,0,0,normal
112,images/113.png,0,crack,1,170.7159,90.7574,12.559,104.7296,1315.2967,305.0,0,0,normal
113,images/114.png,0,crack,1,0.0,171.1652,256.3358,61.1729,15680.8066,1254.0,0,0,normal
113,images/114.png,1,crack,1,81.9507,114.2326,104.7591,7.948,832.6249,304.0,0,0,normal
117,images/118.png,0,crack,1,137.06,134.5332,149.3089,23.7984,3553.3058,567.0,0,0,normal
118,images/119.png,0,crack,1,3.0535,62.4296,284.5452,123.2317,35064.9762,2689.0,0,0,normal
119,images/120.png,0,crack,1,167.9162,128.1629,117.2964,7.0101,822.2542,338.0,0,0,normal
120,images/121.jpg,0,crack,1,127.0622,56.5838,51.0,176.3517,8993.9375,1019.0,0,0,normal
121,images/122.jpg,0,crack,1,2.5704,114.9553,170.972,99.3149,16980.0782,1134.0,0,0,normal
122,images/123.jpg,0,crack,1,257.3621,149.2282,30.6379,5.0907,155.9671,121.0,0,0,normal
122,images/123.jpg,1,crack,1,90.9822,75.4795,194.9722,138.271,26958.9863,3796.0,0,0,normal
123,images/124.jpg,0,crack,1,3.3879,150.7374,78.4614,64.2328,5039.7949,582.0,0,0,normal
124,images/125.png,0,crack,1,10.0,56.0,273.0,174.0,47502.0,2838.0,0,0,normal
125,images/126.jpg,0,crack,1,6.0,42.8285,281.3816,12.1715,3424.8417,1120.0,0,0,normal
127,images/128.jpg,0,crack,1,48.0,43.0,11.0,211.0,2321.0,859.0,0,0,normal
128,images/129.jpg,0,crack,1,53.4162,53.3541,8.0,185.0,1480.0,542.0,0,0,normal
129,images/130.png,0,crack,1,51.9839,130.3973,14.2977,111.9411,1600.4963,441.0,0,0,normal
130,images/131.png,0,crack,1,247.7285,75.6651,36.6534,154.5768,5665.7562,619.0,0,0,normal
130,images/131.png,1,crack,1,2.8576,54.7451,163.9135,149.7505,24546.1274,2224.0,0,0,normal
131,images/132.jpg,0,crack,1,6.6435,196.3292,122.4169,29.5261,3614.4885,894.0,0,0,normal
133,images/134.png,0,crack,1,228.6615,51.2261,22.9193,181.9234,4169.5558,714.0,0,0,normal
133,images/134.png,1,crack,1,4.1356,54.4522,125.755,183.4634,23071.4397,2257.0,0,0,normal
134,images/135.jpg,0,crack,1,8.0,194.3627,280.0,6.0,1680.0,1098.0,0,0,normal
135,images/136.jpg,0,crack,1,89.8395,31.2109,6.0,220.1353,1320.8119,885.0,0,0,normal
136,images/137.jpg,0,crack,1,83.0,145.0,6.0,55.0,330.0,264.0,0,0,normal
136,images/137.jpg,1,crack,1,84.8379,214.3224,5.2752,28.61,150.9226,108.0,0,0,normal
137,images/138.png,0,crack,1,115.3312,54.5337,4.2902,20.2864,87.0326,70.0,1,0,tiny
137,images/138.png,1,crack,1,3.1029,55.159,140.595,182.0873,25600.5573,3114.0,0,0,normal
138,images/139.jpg,0,crack,1,190.0,89.0,93.0,158.0,14694.0,1564.0,0,0,normal
140,images/141.jpg,0,crack,1,61.6794,130.4294,123.6686,83.8856,10374.0082,832.0,0,0,normal
141,images/142.jpg,0,crack,1,2.2183,93.6479,50.6553,59.3347,3005.6129,299.0,0,0,normal
141,images/142.jpg,1,crack,1,84.7017,158.2012,33.7246,70.3432,2372.2943,382.0,0,0,normal
141,images/142.jpg,2,crack,1,99.4522,105.6888,9.8294,43.9182,431.6882,216.0,0,0,normal
142,images/143.jpg,0,crack,1,2.0622,57.0,226.0,27.0,6102.0,1063.0,0,0,normal
143,images/144.jpg,0,crack,1,35.0,37.0,9.0,214.0,1926.0,1045.0,0,0,normal
144,images/145.jpg,0,crack,1,7.8757,141.9811,42.0,99.0,4158.0,582.0,0,0,normal
144,images/145.jpg,1,crack,1,9.7756,196.2903,29.5443,45.5514,1345.7814,260.0,0,0,normal
146,images/147.jpg,0,crack,1,73.6867,36.8526,4.6031,216.8889,998.3553,862.0,1,0,tiny
148,images/149.jpg,0,crack,1,108.0,61.0,29.0,166.0,4814.0,1099.0,0,0,normal
149,images/150.jpg,0,crack,1,7.0,177.0,63.0,62.0,3906.0,466.0,0,0,normal
150,images/151.jpg,0,crack,1,269.727,152.8401,17.4939,13.0344,228.0235,61.0,0,0,normal
152,images/153.jpg,0,crack,1,54.4162,177.5405,8.0,49.0,392.0,162.0,0,0,normal
153,images/154.jpg,0,crack,1,7.5057,68.632,34.8498,52.4212,1826.8678,229.0,0,0,normal
154,images/155.jpg,0,crack,1,5.5254,75.3391,202.2503,138.8259,28077.5861,1985.0,0,0,normal
155,images/156.jpg,0,crack,1,275.3508,116.7837,12.0363,11.9172,143.4389,44.0,0,0,normal
155,images/156.jpg,1,crack,1,214.0024,143.4865,45.2034,45.895,2074.6109,243.0,0,0,normal
156,images/157.jpg,0,crack,1,51.0,64.0,233.0,87.0,20271.0,4509.0,0,0,normal
156,images/157.jpg,1,crack,1,61.0345,65.106,32.2755,30.9889,1000.1836,210.0,0,0,normal
156,images/157.jpg,2,crack,1,86.543,64.2277,69.2561,58.3422,4040.5539,438.0,0,0,normal
156,images/157.jpg,3,crack,1,103.5322,63.7455,73.9193,59.4552,4394.8849,460.0,0,0,normal
156,images/157.jpg,4,crack,1,161.9148,65.1522,28.9794,25.2638,732.1284,175.0,0,0,normal
157,images/158.jpg,0,crack,1,8.4784,177.4784,48.0,52.0,2496.0,369.0,0,0,normal
158,images/159.jpg,0,crack,1,2.0,138.0,143.0,91.0409,13018.8503,2260.0,0,0,normal
158,images/159.jpg,1,crack,1,4.1578,194.2643,108.0522,35.5061,3836.5084,488.0,0,0,normal
159,images/160.jpg,0,crack,1,3.0,37.0,207.0,216.0,44711.9991,10097.0,0,0,normal
160,images/161.jpg,0,crack,1,6.0,177.0,279.0,48.0,13392.0,2287.0,0,0,normal
160,images/161.jpg,1,crack,1,5.5569,162.9341,112.1003,23.9349,2683.1051,562.0,0,0,normal
161,images/162.jpg,0,crack,1,255.7514,49.7081,28.0,12.0,336.0,250.0,0,0,normal
162,images/163.jpg,0,crack,1,4.2298,54.7081,282.0,176.0,49631.9986,8241.0,0,0,normal
162,images/163.jpg,1,crack,1,87.1985,146.4503,60.2898,89.5252,5397.4557,526.0,0,0,normal
164,images/165.png,0,crack,1,114.0,76.0,70.0,134.0,9380.0,1305.0,0,0,normal
164,images/165.png,1,crack,1,45.6546,77.7499,66.4673,94.2984,6267.7645,568.0,0,0,normal
165,images/166.jpg,0,crack,1,4.0,41.0,43.0,214.0,9202.0,2110.0,0,0,normal
166,images/167.jpg,0,crack,1,204.9825,63.8133,7.6869,155.2085,1193.0658,600.0,0,0,normal
167,images/168.png,0,crack,1,4.0,85.0,144.0,126.0,18144.0,1950.0,0,0,normal
168,images/169.jpg,0,crack,1,254.0,53.0,31.0,177.0,5487.0,1030.0,0,0,normal
168,images/169.jpg,1,crack,1,3.0197,53.7791,166.0236,34.9532,5803.0583,840.0,0,0,normal
169,images/170.jpg,0,crack,1,179.0,64.0,10.0,160.0,1600.0,644.0,0,0,normal
170,images/171.jpg,0,crack,1,66.0,57.0,6.0,181.0,1086.0,714.0,0,0,normal
171,images/172.jpg,0,crack,1,2.0,193.0,36.0,32.0,1152.0,233.0,0,0,normal
171,images/172.jpg,1,crack,1,153.0,64.7081,114.0,113.0,12882.0,835.0,0,0,normal
172,images/173.jpg,0,crack,1,150.3328,57.4784,75.0,179.0,13425.0,1608.0,0,0,normal
173,images/174.jpg,0,crack,1,165.0622,37.0,28.0,217.0,6076.0,1416.0,0,0,normal
173,images/174.jpg,1,crack,1,121.0,37.0,5.0,216.0,1080.0,1068.0,1,0,tiny
173,images/174.jpg,2,crack,1,228.9166,36.7024,29.3212,220.4841,6464.8682,1152.0,0,0,normal
174,images/175.jpg,0,crack,1,41.4941,55.1243,183.0,187.0,34221.0042,10795.0,0,0,normal
175,images/176.png,0,crack,1,4.6703,51.3257,280.0,181.0283,50687.9345,7142.0,0,0,normal
175,images/176.png,1,crack,1,172.7299,179.2796,6.367,54.3884,346.291,208.0,0,0,normal
177,images/178.jpg,0,crack,1,3.7022,35.6352,284.2978,220.1461,62587.0492,5230.0,0,0,normal
178,images/179.jpg,0,crack,1,2.7703,186.0621,52.0,52.0,2704.0004,385.0,0,0,normal
179,images/180.png,0,crack,1,182.195,185.4821,12.44,27.33,339.9845,120.0,0,0,normal
179,images/180.png,1,crack,1,82.3458,77.8211,192.9575,133.8308,25823.6621,1885.0,0,0,normal
180,images/181.jpg,0,crack,1,9.0,196.0,275.0,45.0,12375.0,1876.0,0,0,normal
180,images/181.jpg,1,crack,1,36.7081,37.7081,13.0,130.0,1690.0,650.0,0,0,normal
180,images/181.jpg,2,crack,1,32.3944,236.3483,146.0579,19.5376,2853.6177,574.0,0,0,normal
182,images/183.jpg,0,crack,1,3.6459,63.7081,275.0,12.0,3300.0,1252.0,0,0,normal
183,images/184.jpg,0,crack,1,6.0,72.0,272.0,13.0,3536.0,1083.0,0,0,normal
184,images/185.jpg,0,crack,1,6.0,85.0,257.0,81.0,20817.0,2520.0,0,0,normal
185,images/186.jpg,0,crack,1,6.9722,216.9537,24.9147,14.2103,354.0446,106.0,0,0,normal
185,images/186.jpg,1,crack,1,263.5398,58.7522,2.2903,4.9449,11.3256,8.0,1,0,tiny
186,images/187.jpg,0,crack,1,2.0,56.0,284.0,173.0,49132.0,4340.0,0,0,normal
187,images/188.jpg,0,crack,1,3.0,61.0,278.0,167.0,46426.0,13750.0,0,0,normal
189,images/190.jpg,0,crack,1,134.0,113.0,151.0,56.0,8456.0,959.0,0,0,normal
192,images/193.png,0,crack,1,3.0622,77.0622,101.0,135.0,13635.0,1624.0,0,0,normal
192,images/193.png,1,crack,1,79.1602,73.2102,146.1582,140.8898,20592.209,1060.0,0,0,normal
193,images/194.png,0,crack,1,209.0,55.0,8.0,177.0,1416.0,707.0,0,0,normal
194,images/195.jpg,0,crack,1,26.6459,59.8324,21.0,175.0,3675.0,757.0,0,0,normal
195,images/196.jpg,0,crack,1,14.1865,150.7703,272.0,8.0,2176.0,1084.0,0,0,normal
196,images/197.jpg,0,crack,1,11.8324,137.0,274.0,5.0,1370.0,1050.0,0,0,normal
196,images/197.jpg,1,crack,1,124.4108,157.985,68.8061,6.7786,466.4078,337.0,0,0,normal
196,images/197.jpg,2,crack,1,252.3101,158.9751,35.0146,6.5356,228.8426,168.0,0,0,normal
197,images/198.jpg,0,crack,1,3.0,56.0,118.0,30.0,3540.0,580.0,0,0,normal
198,images/199.jpg,0,crack,1,242.2386,164.9462,5.1423,66.7519,343.2566,328.0,0,0,normal
198,images/199.jpg,1,crack,1,55.3457,155.5051,156.4155,12.45,1947.3677,757.0,0,0,normal
200,images/201.jpg,0,crack,1,60.0,55.0,170.0,174.0,29580.0,1361.0,0,0,normal
202,images/203.jpg,0,crack,1,16.628,78.2531,259.6884,136.4581,35436.5869,7406.0,0,0,normal
203,images/204.jpg,0,crack,1,4.2486,58.0622,281.0,177.0,49737.0,3146.0,0,0,normal
204,images/205.png,0,crack,1,243.564,166.0121,44.436,43.6974,1941.7387,235.0,0,0,normal
207,images/208.jpg,0,crack,1,172.0,66.0,115.2356,108.725,12528.9959,829.0,0,0,normal
210,images/211.jpg,0,crack,1,4.4579,51.4427,142.489,191.9442,27349.9456,2902.0,0,0,normal
211,images/212.jpg,0,crack,1,15.0,42.0,270.0,212.0,57240.0,8932.0,0,0,normal
212,images/213.jpg,0,crack,1,6.0622,155.0,36.0,70.0,2520.0,419.0,0,0,normal
214,images/215.jpg,0,crack,1,14.4162,179.3541,273.0,44.0,12012.0,1750.0,0,0,normal
215,images/216.jpg,0,crack,1,1.6401,41.7081,283.8816,132.3088,37560.0413,5273.0,0,0,normal
215,images/216.jpg,1,crack,1,94.0,38.0,190.0,37.0,7030.0,1147.0,0,0,normal
215,images/216.jpg,2,crack,1,184.8339,75.0329,101.4935,32.4739,3295.8874,528.0,0,0,normal
217,images/218.jpg,0,crack,1,73.0,53.0,4.0,187.0,748.0,746.0,1,0,tiny
219,images/220.jpg,0,crack,1,134.4162,35.0,152.0,219.0,33288.0,7333.0,0,0,normal
222,images/223.jpg,0,crack,1,210.0,64.0,72.0,67.0,4824.0,517.0,0,0,normal
223,images/224.jpg,0,crack,1,11.0,36.0,273.0,217.0,59241.0,12569.0,0,0,normal
224,images/225.jpg,0,crack,1,9.7081,39.3541,139.0,214.0,29746.0,4026.0,0,0,normal
225,images/226.jpg,0,crack,1,168.3769,66.1338,119.6231,152.3258,18221.6845,1903.0,0,0,normal
226,images/227.jpg,0,crack,1,9.5961,198.4457,264.0777,12.7517,3367.4503,1299.0,0,0,normal
226,images/227.jpg,1,crack,1,261.5005,214.5857,7.3911,8.5867,63.4649,40.0,0,0,normal
226,images/227.jpg,2,crack,1,3.7427,61.5311,282.9929,81.1833,22974.3054,3367.0,0,0,normal
227,images/228.jpg,0,crack,1,1.4319,36.4162,282.7789,206.0,58252.4555,9219.0,0,0,normal
227,images/228.jpg,1,crack,1,3.0968,36.4555,9.8946,7.7703,76.8834,48.0,0,0,normal
228,images/229.jpg,0,crack,1,9.7081,35.7703,277.0,219.5326,60810.5419,6425.0,0,0,normal
229,images/230.jpg,0,crack,1,126.0,76.0,65.2876,99.0,6463.4691,973.0,0,0,normal
229,images/230.jpg,1,crack,1,194.847,124.8226,7.7081,10.1865,78.5183,61.0,0,0,normal
229,images/230.jpg,2,crack,1,116.1574,66.7172,10.6517,161.1238,1716.2439,783.0,0,0,normal
229,images/230.jpg,3,crack,1,174.9186,63.2739,6.967,55.6486,387.7021,272.0,0,0,normal
229,images/230.jpg,4,crack,1,158.8687,133.0935,43.2512,91.9788,3978.1955,746.0,0,0,normal
229,images/230.jpg,5,crack,1,198.6325,63.3161,40.4516,61.6614,2494.3032,466.0,0,0,normal
230,images/231.jpg,0,crack,1,4.0,63.0,200.0,90.0,18000.0,1985.0,0,0,normal
230,images/231.jpg,1,crack,1,96.2578,62.8983,17.9764,34.7092,623.9481,185.0,0,0,normal
231,images/232.jpg,0,crack,1,1.968,37.2957,245.0,215.0,52674.9991,1824.0,0,0,normal
231,images/232.jpg,1,crack,1,103.8431,230.1932,41.331,26.091,1078.3679,231.0,0,0,normal
231,images/232.jpg,2,crack,1,182.9492,238.2738,35.6677,17.6971,631.2144,152.0,0,0,normal
232,images/233.jpg,0,crack,1,134.9378,71.2986,152.6518,54.8879,8378.736,969.0,0,0,normal
233,images/234.jpg,0,crack,1,5.0622,96.3541,212.0,159.0,33708.0,1462.0,0,0,normal
234,images/235.jpg,0,crack,1,11.4162,37.0622,276.0,213.0,58788.0,4926.0,0,0,normal
236,images/237.png,0,crack,1,128.7081,19.2529,9.0,249.8714,2248.8424,992.0,0,0,normal
238,images/239.jpg,0,crack,1,174.0,16.0,23.0,261.0,6003.0,1098.0,0,0,normal
239,images/240.jpg,0,crack,1,156.0,12.0,7.0,111.0,777.0,441.0,0,0,normal
239,images/240.jpg,1,crack,1,160.2532,173.9783,5.0904,106.0844,540.0163,407.0,0,0,normal
240,images/241.bmp,0,crack,1,182.1719,11.1394,7.9501,266.113,2115.63,1294.0,0,0,normal
242,images/243.bmp,0,crack,1,115.3541,66.0,7.0,146.0,1022.0,574.0,0,0,normal
243,images/244.bmp,0,crack,1,5.6013,149.8962,272.6375,11.7214,3195.6946,1330.0,0,0,normal
244,images/245.bmp,0,crack,1,258.1227,61.2558,10.599,155.7303,1650.5898,759.0,0,0,normal
245,images/246.bmp,0,crack,1,244.0,86.0,29.0,139.0,4031.0,644.0,0,0,normal
246,images/247.bmp,0,crack,1,169.0,22.0,24.0,246.0,5904.0,1029.0,0,0,normal
247,images/248.bmp,0,crack,1,218.4046,21.7956,38.8846,47.9588,1864.856,296.0,0,0,normal
247,images/248.bmp,1,crack,1,229.5661,22.068,29.0101,30.2665,878.0344,191.0,0,0,normal
248,images/249.bmp,0,crack,1,226.0,15.0,7.0,258.0,1806.0,1020.0,0,0,normal
250,images/251.bmp,0,crack,1,169.0,16.0,7.0,256.0,1792.0,1012.0,0,0,normal
251,images/252.bmp,0,crack,1,37.0,9.0,36.0,31.0,1116.0,239.0,0,0,normal
252,images/253.bmp,0,crack,1,42.203,33.3403,198.0,235.5495,46638.81,8234.0,0,0,normal
252,images/253.bmp,1,crack,1,44.1668,10.6098,132.7506,32.853,4361.2588,1217.0,0,0,normal
252,images/253.bmp,2,crack,1,227.9273,259.8146,8.406,18.0302,151.5629,101.0,0,0,normal
253,images/254.bmp,0,crack,1,48.0,228.0,177.0,6.0,1062.0,685.0,0,0,normal
